system_id,system_name,system_size_watts,postcode,orientation,num_outputs,last_output,panel,inverter,distance_km,latitude,longitude,query_latitude,query_longitude,query_grid_index
27342,current cost vigo,50,Spain,N,826,161 weeks ago,,Energy Monitor,3.7,51.508129,-0.128005,51.47494813952369,-0.12478972629381975,174
29305,david_cole,6000,Iran,N,0,No Outputs,,SMA Sunny Boy 5000TL,3.7,51.508129,-0.128005,51.47494813952369,-0.12478972629381975,174
49509,CORE New Zealand Wellington,5500,New Zealand,N,892,Today,Trina 250W,SMA Sunny Boy,3.7,51.508129,-0.128005,51.47494813952369,-0.12478972629381975,174
8084,Bratislava,64860,Slovakia,S,267,276 weeks ago,solarvolt,sma,3.7,51.508129,-0.128005,51.47494813952369,-0.12478972629381975,174
57817,Casa-Manuel,1560,Puerto Rico,S,225,4 days ago,Boviet,AIMS,3.7,51.508129,-0.128005,51.47494813952369,-0.12478972629381975,174
11623,BELCO,58512,Bermuda,S,3,357 weeks ago,SPR-318,Solectra ,3.7,51.508129,-0.128005,51.47494813952369,-0.12478972629381975,174
53902,casados,50,Spain,N,0,No Outputs,,Energy Monitor,3.7,51.508129,-0.128005,51.47494813952369,-0.12478972629381975,174
9722,3.33.401.6,500,Ukraine,N,1,366 weeks ago,,Energy Monitor,3.7,51.508129,-0.128005,51.47494813952369,-0.12478972629381975,174
57348,Crossfit Cranium Gym,50,Philippines,N,13,76 weeks ago,,Energy Monitor,3.7,51.508129,-0.128005,51.47494813952369,-0.12478972629381975,174
62521,Afrika,12900,Spain,SW,99,23 weeks ago,,Mpp Solar,3.7,51.508129,-0.128005,51.47494813952369,-0.12478972629381975,174
65914,2.9 kWh Solar Project Lhr,2970,Pakistan,S,109,Today,Jinko Solar,Axpert,3.7,51.508129,-0.128005,51.47494813952369,-0.12478972629381975,174
13913,A.gartneriet.dk,3000,Denmark 1000,S,2075,7 weeks ago,znshine,EverSolar TL3000,3.7,51.508129,-0.128005,51.47494813952369,-0.12478972629381975,174
63360,Aldea,10920,Spain,S,1,33 weeks ago,Jinko,SMA SI 8.0,3.7,51.508129,-0.128005,51.47494813952369,-0.12478972629381975,174
31814,Bao's Solar,1200,Vietnam,N,1,254 weeks ago,Unknown,Unknown,3.7,51.508129,-0.128005,51.47494813952369,-0.12478972629381975,174
13611,Bakken21,6240,Denmark 1000,S,10,348 weeks ago,Jinko solar,SMA Sunny Boy ,3.7,51.508129,-0.128005,51.47494813952369,-0.12478972629381975,174
26955,BIEL MARTI,20640,Spain,S,5,284 weeks ago,OXIUM,SALICRU,3.7,51.508129,-0.128005,51.47494813952369,-0.12478972629381975,174
57072,Bo?nia-500W,50,Poland,N,2,75 weeks ago,,Energy Monitor,3.7,51.508129,-0.128005,51.47494813952369,-0.12478972629381975,174
62428,Bob HFVE,3750,Czech Republic,N,45,32 weeks ago,Canadian Solar,Infini 3kW,3.7,51.508129,-0.128005,51.47494813952369,-0.12478972629381975,174
44994,Berghem Umeå,50,Sweden,N,0,No Outputs,,Energy Monitor,3.7,51.508129,-0.128005,51.47494813952369,-0.12478972629381975,174
59038,ABB  PVI 5000,5175,Poland,SE,0,No Outputs,Canadian Solar,ABB Aurora 5.0,3.7,51.508129,-0.128005,51.47494813952369,-0.12478972629381975,174
66448,Casa Jesús y Ana,7920,Spain,S,0,No Outputs,JINKO,Axpert MKS ll 48v 5000w,3.7,51.508129,-0.128005,51.47494813952369,-0.12478972629381975,174
68149,Casa Mouratos,540,Portugal,S,30,Today,JA Solar,APSystems YC500,3.7,51.508129,-0.128005,51.47494813952369,-0.12478972629381975,174
16474,Bystaevnet 8,6240,Denmark 1000,S,0,No Outputs,Bosch,Danfoss triplynx pro+,3.7,51.508129,-0.128005,51.47494813952369,-0.12478972629381975,174
5077,Hertford,2880,United Kingdom SG14,S,0,No Outputs,SANYO,FRONIUS IG30,1.7,51.8,-0.09,51.79266552638864,-0.11163949268014194,175
4710,live_sol,3000,United Kingdom SG13,S,0,No Outputs,sharp,fronius tl,3.8,51.78,-0.06,51.79266552638864,-0.11163949268014194,175
46115,Spookyhome,3990,United Kingdom AL7,SW,0,No Outputs,Solarworld 285w,Solaredge ,4.7,51.79,-0.18,51.79266552638864,-0.11163949268014194,175
4948,Grybaz,4000,United Kingdom AL7,SW,2213,59 weeks ago,Sanyo HiT250,Sunny Boy 4000TL,4.7,51.79,-0.18,51.79266552638864,-0.11163949268014194,175
7220,Welwyn Garden Solar,3000,United Kingdom AL7,S,894,274 weeks ago,Sanyo HIT-H250E01,SMA Sunny Boy 3000HF,4.7,51.79,-0.18,51.79266552638864,-0.11163949268014194,175
8649,WarmYule,2500,United Kingdom SG12,S,365,372 weeks ago,Sanyo HIT-H250E01,SMA SB2500,7.2,51.81,-0.01,51.79266552638864,-0.11163949268014194,175
13130,RydeSol,4000,United Kingdom AL9,SE,577,268 weeks ago,Canadian Solar,Power One Aurora,7.4,51.773471,-0.214548,51.79266552638864,-0.11163949268014194,175
66568,Hatfield,2240,United Kingdom AL9,N,18,7 weeks ago,JA Solar JAM60A02-280/SC,Solax X1-2.0-S-D,8.0,51.74,-0.19,51.79266552638864,-0.11163949268014194,175
6840,SMA Hatfield,3000,United Kingdom AL10,S,1355,190 weeks ago,Sanyo HIT-H250E01,SMA Sunny Boy 3000TL,8.1,51.763228000000005,-0.218793,51.79266552638864,-0.11163949268014194,175
17086,Ukkiwi,50,United Kingdom AL10,N,0,No Outputs,,Energy Monitor,8.9,51.76,-0.23,51.79266552638864,-0.11163949268014194,175
49401,Endymion,3420,United Kingdom AL10,S,1915,133 weeks ago,PhonoSolar 190,SMA Sunny Boy 3000,8.9,51.76,-0.23,51.79266552638864,-0.11163949268014194,175
2566,BP Solar Power,3792,United Kingdom AL9,SE,2905,Today,Bosch,SMA Sunny Boy 4000,10.0,51.721128,-0.199613,51.79266552638864,-0.11163949268014194,175
13837,Home Fusion,4000,United Kingdom SG2,SW,0,No Outputs,Canadian Solar,fronius,11.3,51.89,-0.16,51.79266552638864,-0.11163949268014194,175
8745,king-home,3600,United Kingdom SG2,SE,1038,Today,,Current Cost Energy Monitor,11.3,51.89,-0.16,51.79266552638864,-0.11163949268014194,175
61145,Mills Home1,50,United Kingdom EN6,S,0,No Outputs,,Energy Monitor,12.1,51.69,-0.17,51.79266552638864,-0.11163949268014194,175
6195,Jeremy's Roof,3500,United Kingdom AL4,S,433,325 weeks ago,Sanyo 250 HIT,SMA Sunnyboy 3600 TL-20,12.5,51.77,-0.29,51.79266552638864,-0.11163949268014194,175
64582,PinewoodCR,2850,United Kingdom AL4,S,0,No Outputs,Seraphim,Solis,12.5,51.77,-0.29,51.79266552638864,-0.11163949268014194,175
40705,BOXFX,12000,United Kingdom AL4,N,0,No Outputs,LG,Sunny Tripower 6000TL-20,12.5,51.77,-0.29,51.79266552638864,-0.11163949268014194,175
39381,Oakwood,4000,United Kingdom AL4,W,1336,Today,Sunworld,SolarEdge,12.5,51.77,-0.29,51.79266552638864,-0.11163949268014194,175
4708,Kingfisher_10,4000,United Kingdom AL4,E,2886,Today,Kinve KV240-60M,SMA Sunny Boy SB4000-TL,12.8,51.81454,-0.29493600000000003,51.79266552638864,-0.11163949268014194,175
13718,The Manse,4000,United Kingdom SG11,NE,0,No Outputs,kioto kpv 200pe,Aurora,13.7,51.88,0.03,51.79266552638864,-0.11163949268014194,175
35760,pv plant 68,3680,United Kingdom SG11,EW,1,227 weeks ago,sma 3600tl-21,sma sunny boy 3600 tl,13.7,51.88,0.03,51.79266552638864,-0.11163949268014194,175
7505,Yelevarg Power Array,3924,United Kingdom SG1,SW,2126,Today,SunPower E20/327,SMA Sunny Boy 3300,14.1,51.91,-0.19,51.79266552638864,-0.11163949268014194,175
6502,Bengeo1,3840,United Kingdom SG1,W,0,No Outputs,Sanyo HIT-N240SE10,SMA 4000TL,14.1,51.91,-0.19,51.79266552638864,-0.11163949268014194,175
44836,Gingerfatcat,4000,United Kingdom SG1,E,1201,Today,Shinetime Solar XTM6-60BK-250,Growatt 4000,14.1,51.91,-0.19,51.79266552638864,-0.11163949268014194,175
5808,Crabby,1715,United Kingdom SG1,E,329,351 weeks ago,SolarWorld SW245,SMA Sunny Boy 1700,14.1,51.91,-0.19,51.79266552638864,-0.11163949268014194,175
37763,NightHawk,3500,United Kingdom SG1,S,124,195 weeks ago,Sanyo,Enecsys,14.1,51.91,-0.19,51.79266552638864,-0.11163949268014194,175
6103,Gavin,2500,United Kingdom CM20,SW,1293,187 weeks ago,Ulica UL-250D-96,Mastervolt SunMaster XS3200,14.8,51.77,0.1,51.79266552638864,-0.11163949268014194,175
7265,WattsItAllAbout,4000,United Kingdom AL1,SW,2,380 weeks ago,Mitsubishi MLT250,Fronius ,15.5,51.74,-0.32,51.79266552638864,-0.11163949268014194,175
36968,Aloaha Enecsys 2000023724,3500,United Kingdom AL1,S,1383,Today,Hyundai 250w ,Enecsys 240,15.5,51.74,-0.32,51.79266552638864,-0.11163949268014194,175
5577,Cheyney Towers,2880,United Kingdom SG8,S,361,332 weeks ago,Phono Solar PS240M,SMA Sunny Boy 2500HF,5.1,52.066517,-0.12168699999999999,52.1103632071148,-0.09824480347099612,176
34535,1.21 Gigawatts,4000,United Kingdom SG8,S,1647,Today,Seraphim SRP 250 6MB,Growatt 4000,5.2,52.066415,-0.123248,52.1103632071148,-0.09824480347099612,176
42358,4 Millow,4000,United Kingdom SG18,E,1322,Today,ECSOLAR,Trannergy,8.1,52.078668,-0.205433,52.1103632071148,-0.09824480347099612,176
10302,fowlmere pv,4000,United Kingdom SG8,SW,0,No Outputs,Suntech,PwerOne Aurora,8.2,52.06,-0.01,52.1103632071148,-0.09824480347099612,176
18443,Orwell,4070,United Kingdom SG8,S,0,No Outputs,Sharp,SMA,8.2,52.06,-0.01,52.1103632071148,-0.09824480347099612,176
55402,OH PV,7458,United Kingdom SG8,SW,0,No Outputs,Romag SMT6,SMT SB3000TL SB4000TL,8.2,52.06,-0.01,52.1103632071148,-0.09824480347099612,176
45027,Dill House,2000,United Kingdom SG8,SW,1116,Today,ShineTime Solar XTP6-60,Growatt 2000TL,8.2,52.06,-0.01,52.1103632071148,-0.09824480347099612,176
28805,Strudwick Whaddon System,4000,United Kingdom SG8,SE,1939,Today,Bosch,Enphase,8.2,52.06,-0.01,52.1103632071148,-0.09824480347099612,176
50731,CarolineBassingbourn,50,United Kingdom SG8,N,0,No Outputs,-,sma,8.2,52.06,-0.01,52.1103632071148,-0.09824480347099612,176
64414,Garden End,5900,United Kingdom SG8,SE,1,26 weeks ago,Trina,SolarEdge HD wave,8.2,52.06,-0.01,52.1103632071148,-0.09824480347099612,176
7353,IEShine,2450,United Kingdom SG8,SW,309,359 weeks ago,SolarWorld,SMA Sunnyboy 2500HF-30,8.2,52.06,-0.01,52.1103632071148,-0.09824480347099612,176
10510,brook-house-lt-ev,3360,United Kingdom CB3,S,2465,46 weeks ago,REC,sma sunnyboy 4000TL,8.7,52.157322,0.0035210000000000003,52.1103632071148,-0.09824480347099612,176
6225,Great Gransden,4000,United Kingdom SG19,SW,2209,71 weeks ago,Jetion,SMA,8.9,52.185446999999996,-0.141381,52.1103632071148,-0.09824480347099612,176
4409,Scaleys,4000,United Kingdom SG7,SE,2803,Today,Suntech,SMA Sunny Boy 3800,9.8,52.0488,-0.201242,52.1103632071148,-0.09824480347099612,176
41651,IZI,4000,United Kingdom SG19,SE,1354,Today,SolarWorld mono black 250,SMA Sunny Boy 3600TL,9.9,52.13,-0.24,52.1103632071148,-0.09824480347099612,176
4913,Electric sun,2160,United Kingdom SG19,SW,3,396 weeks ago,Anglian Energy Solution ,Ever sol TL2000,9.9,52.13,-0.24,52.1103632071148,-0.09824480347099612,176
7177,GRLTest,2000,United Kingdom SG19,SW,1,381 weeks ago,Jetion,SMA,9.9,52.13,-0.24,52.1103632071148,-0.09824480347099612,176
32351,Everton  Beds UK,3920,United Kingdom SG19,SW,2928,Today,Sanyo HIT,Aurora Power One 3600,10.9,52.144945,-0.24759299999999998,52.1103632071148,-0.09824480347099612,176
6236,CambourneSunTrap,4000,United Kingdom CB3,SE,2698,Today,Suntech Pluto Ade-200,SMA Sunny Boy 4000TL-20,11.4,52.211597,-0.071212,52.1103632071148,-0.09824480347099612,176
7187,aleeivel,3000,United Kingdom SG18,S,1,381 weeks ago,Philadelphia,ENA Solar,11.6,52.08,-0.26,52.1103632071148,-0.09824480347099612,176
22301,Pugpods solar,3000,United Kingdom SG18,SE,83,298 weeks ago,Trina solar ,Solar river 3000tl,11.6,52.08,-0.26,52.1103632071148,-0.09824480347099612,176
29419,Somewhere like home...,3850,United Kingdom SG18,SW,0,No Outputs,,SMA,11.6,52.08,-0.26,52.1103632071148,-0.09824480347099612,176
690,3.8kw of Power @ No3,3800,United Kingdom,S,3001,22 weeks ago,Phono Solar,SMA Sunny Boy 4000,11.6,52.087171000000005,-0.263414,52.1103632071148,-0.09824480347099612,176
10033,Arcadia,3996,United Kingdom CB3,SE,2500,2 days ago,Sunpower,SMA Sunny Boy 3600TL,12.9,52.214983000000004,-0.017165,52.1103632071148,-0.09824480347099612,176
6419,BartonCambridge,3840,United Kingdom CB3,S,7,385 weeks ago,REW,SMA,13.0,52.181274,0.053646000000000006,52.1103632071148,-0.09824480347099612,176
28039,Robinson College PV - 2,10560,United Kingdom CB3,SE,0,No Outputs,REW 240 Premium QM60,SMA Sunny Boy 10000TL,13.7,52.21,0.02,52.1103632071148,-0.09824480347099612,176
28016,Robinson College,29760,United Kingdom CB3,S,768,Today,REW 240 Premium QM60,SMA Sunny Boy 17000TL,13.7,52.21,0.02,52.1103632071148,-0.09824480347099612,176
6622,InverterTest,4000,United Kingdom CB3,SW,32,117 weeks ago,Suntech Pluto Ade-200,SMA Sunny Boy 4000TL-20,13.7,52.21,0.02,52.1103632071148,-0.09824480347099612,176
33930,Paul's Powerful PV,4000,United Kingdom CB3,S,0,No Outputs,Canadian Solar,Power One PVI3.6,13.7,52.21,0.02,52.1103632071148,-0.09824480347099612,176
40444,MarksOrchard,3060,United Kingdom CB3,S,1257,20 weeks ago,Seraphim 255W 6MB Series,Growatt 3000,13.7,52.21,0.02,52.1103632071148,-0.09824480347099612,176
58590,Home21,4000,United Kingdom PE26,SE,0,No Outputs,LG,SMA,3.0,52.45,-0.11,52.42804116904989,-0.08459959634439516,177
67110,Jem Eco-Eye,3600,United Kingdom PE16,SW,2,10 weeks ago,,SRP Sunny-Roo,9.4,52.45,0.05,52.42804116904989,-0.08459959634439516,177
2484,st ives  cambs  uk,3290,United Kingdom PE27,SE,1543,193 weeks ago,Sanyo,Sunny Boy 3000 HF,10.7,52.331815999999996,-0.07381499999999999,52.42804116904989,-0.08459959634439516,177
9466,Hunts sthandwest,4000,United Kingdom PE29,SW,1165,201 weeks ago,Philadelphia M60,enasolar,10.7,52.343688,-0.161932,52.42804116904989,-0.08459959634439516,177
12228,Hunts South,2000,United Kingdom PE29,S,1165,201 weeks ago,Philadelphia M60,enasolar,10.8,52.343537,-0.161814,52.42804116904989,-0.08459959634439516,177
7649,to be installed,2940,United Kingdom PE28,SE,1,377 weeks ago,suntech,sma,10.8,52.35,-0.18,52.42804116904989,-0.08459959634439516,177
38468,Niks,3900,United Kingdom PE28,SE,19,211 weeks ago,seraphin,solaredge,10.8,52.35,-0.18,52.42804116904989,-0.08459959634439516,177
4355,hawksmoor,3840,United Kingdom PE28,SE,0,No Outputs,rec240pe,fronius,10.8,52.35,-0.18,52.42804116904989,-0.08459959634439516,177
54397,Cambs UK Hilton 4kW,3680,United Kingdom PE28,SW,2305,7 weeks ago,HJM250M-32-BL,SMA SB3600TL-21,10.8,52.35,-0.18,52.42804116904989,-0.08459959634439516,177
8443,SanyoHITGFOW,4000,United Kingdom PE28,S,58,368 weeks ago,Sanyo HIT H250E01,Fronius IG 3.6 TL,10.8,52.35,-0.18,52.42804116904989,-0.08459959634439516,177
9884,Navitron,4000,United Kingdom PE28,SE,1,365 weeks ago,Kinvie,Power one,10.8,52.35,-0.18,52.42804116904989,-0.08459959634439516,177
43628,Broomleigh,6630,United Kingdom PE28,S,1078,Today,Trina Solar TSM-PC05A,SMA Sunny Boy 6000,10.8,52.35,-0.18,52.42804116904989,-0.08459959634439516,177
8226,10panel,2500,United Kingdom PE28,S,0,No Outputs,Unknown,Samil Power SolarRiver 2.5kw,10.8,52.35,-0.18,52.42804116904989,-0.08459959634439516,177
59306,GFmill,150000,United Kingdom PE28,EW,0,No Outputs,Kyocera,Sma,10.8,52.35,-0.18,52.42804116904989,-0.08459959634439516,177
68404,BrookSolar,5440,United Kingdom PE28,S,159,Today,LG320N1K-A5 ,SE5000,10.8,52.35,-0.18,52.42804116904989,-0.08459959634439516,177
35967,Bisol,3990,United Kingdom PE27,S,0,No Outputs,Bisol,Enphase m250,10.9,52.33,-0.07,52.42804116904989,-0.08459959634439516,177
56372,Hemingford South,2200,United Kingdom PE27,S,554,Today,JA Solar SK Smart Module,Solar Edge,10.9,52.33,-0.07,52.42804116904989,-0.08459959634439516,177
56013,Hemingford Powerwall,10400,United Kingdom PE27,EW,141,Today,Sunrise Solartech SR-M572200-1,Aurora PVI-3.6 & Power Edge,10.9,52.33,-0.07,52.42804116904989,-0.08459959634439516,177
39096,St_Ives,30000,United Kingdom PE27,S,14,196 weeks ago,Canadian Solar CSP6P,SMA STPxx000TL,10.9,52.33,-0.07,52.42804116904989,-0.08459959634439516,177
56457,Hemingford Combined,10400,United Kingdom PE27,EW,557,Today,JA Solar SK Smart Module,Aurora & Power Edge,10.9,52.33,-0.07,52.42804116904989,-0.08459959634439516,177
4808,TimsStIves3.96E,3952,United Kingdom PE27,E,8,399 weeks ago,Samsung,SunnyBoy 4000,10.9,52.33,-0.07,52.42804116904989,-0.08459959634439516,177
12314,Hemingford E&W,8200,United Kingdom PE27,EW,2443,Today,Sunrise Solartech SR-M572200-1,Aurora PVI-3.6 x 2,10.9,52.33,-0.07,52.42804116904989,-0.08459959634439516,177
5009,The Pits,3990,United Kingdom PE21,S,0,No Outputs,schuco mpe 190 ms 05,SMA 4000 tl 20,11.6,52.328005,-0.033905000000000005,52.42804116904989,-0.08459959634439516,177
54172,Solarflower,50,United Kingdom PE29,N,0,No Outputs,,Energy Monitor,12.3,52.33,-0.17,52.42804116904989,-0.08459959634439516,177
12230,Hunts West,2000,United Kingdom PE29,W,1165,201 weeks ago,philadelphia M60,enasolar,12.3,52.33,-0.17,52.42804116904989,-0.08459959634439516,177
67332,CCH Powerwall,9300,United Kingdom PE29,S,61,Today,,Energy Monitor,12.3,52.33,-0.17,52.42804116904989,-0.08459959634439516,177
4754,Hawk drive,4000,United Kingdom PE29,SE,31,393 weeks ago,SolarWorld,Fronius,12.3,52.33,-0.17,52.42804116904989,-0.08459959634439516,177
4160,4kw-test,4000,United Kingdom PE29,S,15,403 weeks ago,Sharp,SMA,12.3,52.33,-0.17,52.42804116904989,-0.08459959634439516,177
28207,CAW-HeadlandHouse,30000,United Kingdom PE29,S,18,275 weeks ago,JA Solar,SMA,12.3,52.33,-0.17,52.42804116904989,-0.08459959634439516,177
63229,Lateral lectric,3920,United Kingdom PE29,SE,224,Today,Suntech STP245S-20/Wd,Kaco Powador 4202,12.3,52.33,-0.17,52.42804116904989,-0.08459959634439516,177
42417,Snazy Home,50,United Kingdom PE12,N,32,183 weeks ago,,Energy Monitor,7.2,52.78,0.02,52.74569939954007,-0.07069760134394333,178
47005,76DDFFDF,3990,United Kingdom PE12,E,0,No Outputs,Solax,Sktl3000,7.2,52.78,0.02,52.74569939954007,-0.07069760134394333,178
22264,Crossways,3000,United Kingdom PE12,S,87,165 weeks ago,Sharp,SMA Sunny Boy 3000TL,7.2,52.78,0.02,52.74569939954007,-0.07069760134394333,178
56286,Woodgate Road,1600,United Kingdom PE12,S,431,Today,Canadian solar cs6p-255p,Samil solar river SR2K2TLA1 ,7.2,52.78,0.02,52.74569939954007,-0.07069760134394333,178
3627,washed-at-last,4070,United Kingdom PE12,W,875,232 weeks ago,sharp  NU185,kaco 4302,7.2,52.78,0.02,52.74569939954007,-0.07069760134394333,178
11542,Wray Farms Solar System,50000,United Kingdom PE11,S,2433,Today,Emmvee ES 230 M60 B,SMA TRI-Power 1700 TL,8.5,52.8,-0.16,52.74569939954007,-0.07069760134394333,178
7236,anert,800,United Kingdom PE11,SW,0,No Outputs,,Energy Monitor,8.5,52.8,-0.16,52.74569939954007,-0.07069760134394333,178
41075,Campanula Corner,3250,United Kingdom PE11,S,107,185 weeks ago,Seraphim,Solis,8.5,52.8,-0.16,52.74569939954007,-0.07069760134394333,178
36727,Dovecotes,50,United Kingdom PE11,S,0,No Outputs,,Energy Monitor,8.5,52.8,-0.16,52.74569939954007,-0.07069760134394333,178
40277,Seasend sunshine,3420,United Kingdom PE12,S,178,177 weeks ago,Seraphim,Solis,9.4,52.830175,-0.057333,52.74569939954007,-0.07069760134394333,178
42605,Croote,4000,United Kingdom PE6,SW,1,187 weeks ago,8.33 Eternity,Solis,16.1,52.65,-0.25,52.74569939954007,-0.07069760134394333,178
24798,Baston solar,4000,United Kingdom PE6,SE,0,No Outputs,LG,SMA Sunny Boy TL400,16.1,52.65,-0.25,52.74569939954007,-0.07069760134394333,178
16444,maxeysun,50,United Kingdom PE6,N,0,No Outputs,,Energy Monitor,16.1,52.65,-0.25,52.74569939954007,-0.07069760134394333,178
5542,the ludds,4000,United Kingdom PE13,S,2835,20 weeks ago,16xEmmvee solar - ES-230 M60,Fronius - IG TL 3.6 ,16.5,52.66,0.13,52.74569939954007,-0.07069760134394333,178
11561,Chalkley's Power House,2500,United Kingdom PE13,S,0,No Outputs,Philadelphia PM60 250W,EnaSolar 4kwGT(E) UK,16.5,52.66,0.13,52.74569939954007,-0.07069760134394333,178
6235,thehouseofkevin,4070,United Kingdom PE13,SE,0,No Outputs,bp,sma sunny boy,16.5,52.66,0.13,52.74569939954007,-0.07069760134394333,178
5284,7atownshend,1500,United Kingdom PE13,SE,1,395 weeks ago,suntech,sunny,16.5,52.66,0.13,52.74569939954007,-0.07069760134394333,178
5086,Burtonfield,3995,United Kingdom PE14,W,1067,244 weeks ago,Hyundai ,Deihl Platinum 3800S,18.6,52.679359,0.183028,52.74569939954007,-0.07069760134394333,178
6260,colwensolar,2000,United Kingdom PE13,SE,2687,Yesterday,Philadelphia M60-250w,Enasolar 2kWGT-UK,18.9,52.662316000000004,0.174074,52.74569939954007,-0.07069760134394333,178
10509,Oli home 4kw,3900,United Kingdom PE13,S,18,361 weeks ago,,4000tl,19.3,52.670827,0.188022,52.74569939954007,-0.07069760134394333,178
6870,The Mill House,3000,United Kingdom PE4,S,2672,Today,Sanyo HIT-H250E01,SMA 3600TL,19.8,52.61,-0.26,52.74569939954007,-0.07069760134394333,178
59119,Solar Q,3840,United Kingdom PE10,E,0,No Outputs,Conergy Powerplus BBA0062/01,SMA Sunny Beam 4000,20.3,52.77,-0.37,52.74569939954007,-0.07069760134394333,178
11749,Wisheyedunitb4,3920,United Kingdom PE10,SW,48,357 weeks ago,Suntech HiPerforma Pluto245,SMA 3600TL-21,20.3,52.77,-0.37,52.74569939954007,-0.07069760134394333,178
33977,Bournetoride,4000,United Kingdom PE10,EW,1185,Today,833 Eternity,Enphase M215,20.3,52.77,-0.37,52.74569939954007,-0.07069760134394333,178
6854,JAC PV System,3885,United Kingdom PE10,SE,2754,Today,Trina,SMA Sunny Boy 3300,20.3,52.77,-0.37,52.74569939954007,-0.07069760134394333,178
10075,willow view,4500,United Kingdom PE20,S,1,364 weeks ago,phono solar,power one aurora,20.6,52.93,-0.1,52.74569939954007,-0.07069760134394333,178
22376,monarchs,3012,United Kingdom PE20,S,1,310 weeks ago,bosch solar,Fronius ig 30,20.6,52.93,-0.1,52.74569939954007,-0.07069760134394333,178
15619,Monarchs pv,3000,United Kingdom PE20,S,0,No Outputs,,Fronius IG30,20.6,52.93,-0.1,52.74569939954007,-0.07069760134394333,178
6717,Christchurch Home PV,2450,United Kingdom PE1,SE,28,367 weeks ago,,Sunnyboy 2500,21.3,52.58,-0.23,52.74569939954007,-0.07069760134394333,178
14256,more2,3000,United Kingdom PE1,S,177,346 weeks ago,kinve kv250-60m,sma sb 3000hf,21.3,52.58,-0.23,52.74569939954007,-0.07069760134394333,178
17699,AmosSun39,3000,United Kingdom PE22,W,1352,Today,REC 250PE,SMA Sunny Boy 2500HF,6.1,53.036929,0.024035,53.06333788583235,-0.05653233199487032,179
2851,Lincs Solar 003,3920,United Kingdom PE22,SW,0,No Outputs,Sharpe,SMA Sunny Boy 4000,7.0,53.04,0.04,53.06333788583235,-0.05653233199487032,179
31779,ladis,50,United Kingdom PE21,N,0,No Outputs,,Energy Monitor,10.7,52.97,-0.02,53.06333788583235,-0.05653233199487032,179
42815,terrance,3135,United Kingdom PE21,S,0,No Outputs,LG mono x,SMA sunny Boy 3600,10.7,52.97,-0.02,53.06333788583235,-0.05653233199487032,179
45976,SolarPoweredHome.co.uk,200,United Kingdom PE21,S,0,No Outputs,Unknown,Unknown,10.7,52.97,-0.02,53.06333788583235,-0.05653233199487032,179
5779,Sanyo 4kw,4000,United Kingdom PE21,S,13,381 weeks ago,Sanyo,SMA SB3300,10.7,52.97,-0.02,53.06333788583235,-0.05653233199487032,179
5937,Donners Corner Solar,2000,United Kingdom LN4,S,220,352 weeks ago,PSM60-H250,ENA Solar 2kWGT(E),12.8,53.08084300000001,-0.245667,53.06333788583235,-0.05653233199487032,179
47018,Church View Sunny boy,4000,United Kingdom LN10,S,0,No Outputs,Mitsibushi,Sma  sunny boy 500,14.1,53.15,-0.21,53.06333788583235,-0.05653233199487032,179
10075,willow view,4500,United Kingdom PE20,S,1,364 weeks ago,phono solar,power one aurora,15.1,52.93,-0.1,53.06333788583235,-0.05653233199487032,179
22376,monarchs,3012,United Kingdom PE20,S,1,310 weeks ago,bosch solar,Fronius ig 30,15.1,52.93,-0.1,53.06333788583235,-0.05653233199487032,179
15619,Monarchs pv,3000,United Kingdom PE20,S,0,No Outputs,,Fronius IG30,15.1,52.93,-0.1,53.06333788583235,-0.05653233199487032,179
6269,Spilsby 2.5kw,2500,United Kingdom PE23,S,1260,207 weeks ago,?,?,15.4,53.17,0.09,53.06333788583235,-0.05653233199487032,179
36817,dr-falloffalot@64LNR,4000,United Kingdom LN9,S,1,228 weeks ago,Risen SYP250P-250W POLY,Growatt 3000MTL,16.7,53.21,-0.11,53.06333788583235,-0.05653233199487032,179
6135,North London Tramway,4000,United Kingdom LN9,SW,58,381 weeks ago,Canadian solar,sunmaster,16.7,53.21,-0.11,53.06333788583235,-0.05653233199487032,179
25827,ACIlagacy,50,United Kingdom LN4,N,0,No Outputs,,Energy Monitor,23.6,53.15,-0.38,53.06333788583235,-0.05653233199487032,179
33272,sma3800@LN4,50,United Kingdom LN4,N,0,No Outputs,,Energy Monitor,23.6,53.15,-0.38,53.06333788583235,-0.05653233199487032,179
37240,shiny black panels,4000,United Kingdom PE24,S,0,No Outputs,solarworld,power one,23.7,53.16,0.26,53.06333788583235,-0.05653233199487032,179
28149,Fields,2120,United Kingdom NG34,SW,0,No Outputs,Q cells pro g3,SMA  SB2000HF,24.2,52.98,-0.39,53.06333788583235,-0.05653233199487032,179
47755,Capel,3450,United Kingdom NG34,S,0,No Outputs,Conergy,SB3000 hf_30,24.2,52.98,-0.39,53.06333788583235,-0.05653233199487032,179
5313,metheringham lincs,3840,United Kingdom LN4,S,8,385 weeks ago,hanwha,sb4000tl,24.9,53.140488,-0.406762,53.06333788583235,-0.05653233199487032,179
5695,kenosee,2000,United Kingdom LN11,S,1,391 weeks ago,sharp,sma sunny boy 3000,4.3,53.37,0.02,53.38095661497202,-0.04209707595918685,180
